日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-04-21,688820,99.72,76.65,100.99,75.0,1299284,10371848465.0,132.06,289.48,56.97,75.15
2026-04-22,688820,76.01,95.0,96.22,75.02,942851,7908642405.0,27.66,23.94,18.35,54.53
2026-04-23,688820,94.5,88.6,102.5,88.6,663851,6158118895.0,14.63,-6.74,-6.4,38.39
2026-04-24,688820,90.5,93.82,103.0,86.1,668417,6265992953.0,19.07,5.89,5.22,38.66
2026-04-27,688820,96.5,101.1,102.33,96.5,552289,5489651778.0,6.21,7.76,7.28,31.94
2026-04-28,688820,100.0,93.0,100.0,91.72,550015,5236491570.0,8.19,-8.01,-8.1,31.81
2026-04-29,688820,91.07,92.5,94.33,86.87,409844,3727740265.0,8.02,-0.54,-0.5,23.7
2026-04-30,688820,93.79,103.0,107.0,91.0,598629,5936871893.0,17.3,11.35,10.5,34.62
2026-05-06,688820,108.13,107.1,115.4,103.7,665399,7315511545.0,11.36,3.98,4.1,38.48
2026-05-07,688820,106.2,119.0,122.9,105.01,528214,6094705691.0,16.7,11.11,11.9,30.55
2026-05-08,688820,115.0,127.0,129.2,113.88,489134,5969844225.0,12.87,6.72,8.0,28.29
2026-05-11,688820,134.6,144.5,149.5,127.0,542390,7440702699.0,17.72,13.78,17.5,31.37
2026-05-12,688820,139.01,137.3,144.78,133.38,473049,6579231260.0,7.89,-4.98,-7.2,27.36
2026-05-13,688820,133.0,155.45,160.08,133.0,456308,6620102603.0,19.72,13.22,18.15,26.39
2026-05-14,688820,159.89,154.8,169.0,150.01,461458,7381352199.0,12.22,-0.42,-0.65,26.69
2026-05-15,688820,158.04,183.84,185.0,150.0,565213,9497922017.0,22.61,18.76,29.04,32.69
2026-05-18,688820,174.0,188.1,189.99,173.1,489938,8935072090.0,9.19,2.32,4.26,28.34
2026-05-19,688820,180.88,182.67,186.66,171.58,373792,6717737426.0,8.02,-2.89,-5.43,21.62
2026-05-20,688820,180.27,189.24,207.47,180.19,450740,8801417898.0,14.93,3.6,6.57,26.07
2026-05-21,688820,196.0,176.8,196.0,172.8,460672,8471889349.0,12.26,-6.57,-12.44,26.64
2026-05-22,688820,179.98,187.95,189.95,170.1,405802,7264194930.0,11.23,6.31,11.15,23.47
2026-05-25,688820,185.0,213.93,215.8,180.92,483231,9583830656.0,18.56,13.82,25.98,27.95
2026-05-26,688820,221.7,229.0,235.32,210.02,493851,11034820870.0,11.83,7.04,15.07,28.56
2026-05-27,688820,221.86,211.86,234.56,211.8,394984,8824010497.0,9.94,-7.48,-17.14,22.84
2026-05-28,688820,204.96,214.99,222.03,197.33,304606,6483211267.0,11.66,1.48,3.13,17.62
2026-05-29,688820,214.99,196.5,217.69,190.8,361809,7354586580.0,12.51,-8.6,-18.49,20.93
2026-06-01,688820,193.0,178.85,197.89,178.82,341910,6366553004.0,9.7,-8.98,-17.65,19.77
2026-06-02,688820,183.41,180.42,188.27,176.88,309944,5688566044.0,6.37,0.88,1.57,17.93
2026-06-03,688820,179.0,186.85,196.33,179.0,366927,6973313444.0,9.61,3.56,6.43,21.22
2026-06-04,688820,183.8,191.43,195.39,181.05,287072,5479701436.0,7.67,2.45,4.58,16.6
2026-06-05,688820,188.5,173.3,188.51,173.0,356053,6380653911.0,8.1,-9.47,-18.13,20.59
2026-06-08,688820,159.99,165.3,169.0,159.99,243051,4008705423.0,5.2,-4.62,-8.0,14.06
2026-06-09,688820,169.66,169.06,173.48,160.0,288094,4809387871.0,8.15,2.27,3.76,16.66
2026-06-10,688820,165.0,169.68,175.1,164.9,237114,4034562107.0,6.03,0.37,0.62,13.71
2026-06-11,688820,166.3,172.0,177.77,165.65,239492,4134476503.0,7.14,1.37,2.32,13.85
2026-06-12,688820,178.88,156.19,179.69,155.0,304925,5108188484.0,14.35,-9.19,-15.81,17.64
2026-06-15,688820,160.0,168.0,168.48,157.0,236473,3903832263.0,7.35,7.56,11.81,13.68
2026-06-16,688820,169.59,171.91,176.18,166.0,268535,4588624509.0,6.06,2.33,3.91,15.53
2026-06-17,688820,166.9,181.87,185.0,166.9,298587,5352667629.0,10.53,5.79,9.96,17.27
2026-06-18,688820,180.0,181.26,186.5,179.26,41549,761076366.0,3.98,-0.34,-0.61,2.4
