日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-04-16,301666,207.23,244.55,255.0,199.99,219933,4863699476.0,119.38,430.71,198.47,82.94
2026-04-17,301666,262.0,231.5,266.0,229.8,177908,4434999898.0,14.8,-5.34,-13.05,67.09
2026-04-20,301666,224.67,237.99,242.34,222.22,110245,2566009091.0,8.69,2.8,6.49,41.58
2026-04-21,301666,233.4,214.55,233.5,211.11,99998,2178330284.0,9.41,-9.85,-23.44,37.71
2026-04-22,301666,213.0,224.9,228.99,212.66,82074,1818686636.0,7.61,4.82,10.35,30.95
2026-04-23,301666,232.0,221.99,248.4,221.0,89222,2075202794.0,12.18,-1.29,-2.91,33.65
2026-04-24,301666,220.03,234.5,252.0,220.0,109510,2605584742.0,14.42,5.64,12.51,41.3
2026-04-27,301666,245.06,239.71,248.88,234.91,86773,2091554614.0,5.96,2.22,5.21,32.72
2026-04-28,301666,238.01,252.81,258.2,234.5,89843,2217649387.0,9.89,5.46,13.1,33.88
2026-04-29,301666,275.0,296.0,302.88,262.0,102850,2871068114.0,16.17,17.08,43.19,38.79
2026-04-30,301666,285.0,318.0,338.5,282.0,92276,2799610688.0,19.09,7.43,22.0,34.8
2026-05-06,301666,351.11,379.0,381.6,351.11,89544,3351697235.0,9.59,19.18,61.0,33.77
2026-05-07,301666,380.6,432.28,439.56,371.0,100629,4069553534.0,18.09,14.06,53.28,37.95
2026-05-08,301666,416.93,504.81,508.5,416.93,99992,4712132982.0,21.18,16.78,72.53,37.71
2026-05-11,301666,533.1,501.17,583.1,482.0,91443,4791551288.0,20.03,-0.72,-3.64,34.49
2026-05-12,301666,486.88,525.99,526.08,467.89,63925,3229060070.0,11.61,4.95,24.82,24.11
2026-05-13,301666,510.0,631.0,631.0,505.77,70008,3949132463.0,23.81,19.96,105.01,26.4
2026-05-14,301666,625.0,631.0,692.28,606.0,75387,4950097965.0,13.67,0.0,0.0,28.43
2026-05-15,301666,628.0,680.0,680.0,606.02,65368,4276571353.0,11.72,7.77,49.0,24.65
2026-05-18,301666,695.0,816.0,816.0,694.0,59992,4576570217.0,17.94,20.0,136.0,22.62
2026-05-22,301666,790.0,888.99,899.99,701.11,84663,6766402141.0,24.37,8.94,72.99,31.93
2026-05-25,301666,850.0,827.0,918.88,821.18,65904,5667863077.0,10.99,-6.97,-61.99,24.85
2026-05-26,301666,790.0,713.0,816.66,710.0,77847,5822007029.0,12.9,-13.78,-114.0,29.36
2026-05-27,301666,750.0,733.17,784.9,725.0,64944,4894613606.0,8.4,2.83,20.17,24.49
2026-05-28,301666,703.5,721.1,740.0,682.0,51260,3665649475.0,7.91,-1.65,-12.07,19.33
2026-05-29,301666,728.66,758.0,788.0,710.5,64374,4835977060.0,10.75,5.12,36.9,24.28
2026-06-01,301666,771.0,723.0,819.0,721.36,61599,4801867358.0,12.88,-4.62,-35.0,23.23
2026-06-02,301666,708.4,757.0,759.01,695.98,54777,3976786157.0,8.72,4.7,34.0,20.66
2026-06-03,301666,746.0,766.8,798.8,743.05,57653,4444428772.0,7.36,1.29,9.8,21.74
2026-06-04,301666,770.0,857.9,865.99,755.1,69436,5599885754.0,14.46,11.88,91.1,26.19
2026-06-05,301666,815.0,807.0,856.74,790.0,55035,4511732741.0,7.78,-5.93,-50.9,20.75
2026-06-08,301666,745.0,780.01,809.0,730.0,48029,3680243607.0,9.79,-3.34,-26.99,18.11
2026-06-09,301666,811.0,766.0,817.94,744.01,58659,4589408066.0,9.48,-1.8,-14.01,22.12
2026-06-10,301666,722.0,646.0,735.0,646.0,78215,5396256799.0,11.62,-15.67,-120.0,29.5
2026-06-11,301666,649.88,658.0,665.88,612.1,62807,4022105706.0,8.33,1.86,12.0,23.69
2026-06-12,301666,690.0,593.96,694.42,593.0,73042,4714836838.0,15.41,-9.73,-64.04,27.55
2026-06-15,301666,604.65,612.0,618.88,572.41,57497,3455503137.0,7.82,3.04,18.04,21.68
2026-06-16,301666,624.0,673.6,693.96,604.1,80081,5248174062.0,14.68,10.07,61.6,30.2
2026-06-17,301666,656.14,693.01,707.18,652.0,69408,4692014696.0,8.19,2.88,19.41,26.18
2026-06-18,301666,680.54,692.98,696.0,680.0,16215,1112648754.29,2.31,0.0,-0.03,6.12
